userPrincipalName,DisplayName,id,Email,givenName,surname,JobTitle,department,employeeType,employeeId,employeeHireDate,officeLocation,city,state,Country,postalCode,companyName,employeeOrgData_division,employeeOrgData_costCenter,accountEnabled,userType,createdDateTime,usageLocation,preferredLanguage,onPremisesSyncEnabled,onPremisesImmutableId,externalUserState,proxyAddresses_Primary,proxyAddresses_Count,proxyAddresses_All,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,UserName,EffectiveDate,FunctionType,BusinessAreaCode,OrgLevel_3Label,assignedLicenses,HasLicense
valentina.j.castillo@contoso.com,Valentina Castillo,cb6599ce-db5b-448f-a30f-213ce465267e,valentina.j.castillo@contoso.com,Valentina,Castillo,Legal Counsel,Legal,Contractor,EMP89234,2022-06-25T08:10:25Z,Belo Horizonte Office,Belo Horizonte,Minas Gerais,Brazil,60106-153,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,1/22/2023 9:56:13 AM,BR,pt-BR,,,,valentina.j.castillo@contoso.com,2,SMTP:valentina.j.castillo@contoso.com; smtp:valentina.j.castillo@contoso.com,833cef03-2cb9-481d-b404-1c5832117a54,Alonso Lopez,alonso.lopez@contoso.com,alonso.lopez@contoso.com,General Counsel,833cef03-2cb9-481d-b404-1c5832117a54,Corporate,Brazil,Contoso Corporation,CORP-LEGAL,valentina.j.castillo,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
sean.eastwood@contoso.com,Sean Eastwood,9ef422e6-6f51-4751-97c1-590fe87e0814,sean.eastwood@contoso.com,Sean,Eastwood,Network Engineer,IT,Full-Time,EMP28055,2022-03-08T08:39:34Z,Shanghai Office,Shanghai,Shanghai,China,683955,Contoso Corporation,Technology,TECH-IT,True,Member,2/7/2026 12:30:55 AM,CN,zh-CN,,,,sean.eastwood@contoso.com,2,SMTP:sean.eastwood@contoso.com; smtp:sean.eastwood@contoso.com,ce9a275c-8c64-45a8-9ccf-f4a5715d9dda,Ethan Fairbanks,ethan.fairbanks@contoso.com,ethan.fairbanks@contoso.com,IT Manager,ce9a275c-8c64-45a8-9ccf-f4a5715d9dda,Technology,China,Contoso Corporation,TECH-IT,sean.eastwood,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
lauren.thorne@contoso.com,Lauren Thorne,7813f4b9-aa0c-48b2-b088-1ae292df94ef,lauren.thorne@contoso.com,Lauren,Thorne,HR Coordinator,HR,Full-Time,E50668,2024-07-26T16:38:22Z,Brisbane Office,Brisbane,Queensland,Australia,3999,Contoso Corporation,Corporate,CORP-HR,True,Member,9/9/2024 1:53:28 PM,AU,en-AU,,,,lauren.thorne@contoso.com,1,SMTP:lauren.thorne@contoso.com,f9b3a298-85e8-46ff-acdb-285b7ef3de85,Felipe Rojas,felipe.rojas@contoso.com,felipe.rojas@contoso.com,HR Manager,f9b3a298-85e8-46ff-acdb-285b7ef3de85,Corporate,Australia,Contoso Corporation,CORP-HR,lauren.thorne,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
bonnie.grant@contoso.com,Bonnie Grant,9c238923-7182-4dd8-a050-e6905f1819f0,bonnie.grant@contoso.com,Bonnie,Grant,Paralegal,Legal,Full-Time,EMP46454,2019-08-20T17:35:09Z,Marseille Office,Marseille,Provence-Alpes-Côte d'Azur,France,56631,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,9/18/2021 9:19:22 AM,FR,fr-FR,,,,bonnie.grant@contoso.com,2,SMTP:bonnie.grant@contoso.com; smtp:bonnie.grant@contoso.com,7aaf25f3-fce9-4e63-aba0-1ce7819048dc,Aarav Krishnan,aarav.krishnan@contoso.com,aarav.krishnan@contoso.com,Senior Legal Counsel,7aaf25f3-fce9-4e63-aba0-1ce7819048dc,Corporate,France,Contoso Corporation,CORP-LEGAL,bonnie.grant,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
noah.white@contoso.com,Noah White,cac9c139-233e-4a91-9b05-bf173bf32490,noah.white@contoso.com,Noah,White,Support Specialist,Support,Part-Time,C12743,2025-03-16T22:35:49Z,London Office,London,England,UK,E12 3WB,Contoso Corporation,Operations,OPS-SUPPORT,True,Member,11/25/2025 6:26:22 PM,GB,en-GB,,,,noah.white@contoso.com,1,SMTP:noah.white@contoso.com,060e78ba-dae0-43f4-80eb-cac74591ba85,Grace Scott,grace.scott@contoso.com,grace.scott@contoso.com,Director of Support,060e78ba-dae0-43f4-80eb-cac74591ba85,Operations,United Kingdom,Contoso Corporation,OPS-SUPPORT,noah.white,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
christopher.saunders@contoso.com,Christopher Saunders,5b19d535-ae63-47a0-8ba0-0dd1bf72d1cd,christopher.saunders@contoso.com,Christopher,Saunders,Logistics Manager,Operations,Full-Time,EMP22135,2020-12-28T02:55:41Z,Toulouse Office,Toulouse,Occitanie,France,21482,Contoso Corporation,Operations,OPS-CORE,True,Member,11/12/2022 10:12:10 AM,FR,fr-FR,,,,christopher.saunders@contoso.com,2,SMTP:christopher.saunders@contoso.com; smtp:christopher.saunders@contoso.com,5df6258b-e0a9-41f6-96c4-8f2782679c56,Marwan Kassem,marwan.kassem@contoso.com,marwan.kassem@contoso.com,Senior Operations Manager,5df6258b-e0a9-41f6-96c4-8f2782679c56,Operations,France,Contoso Corporation,OPS-CORE,christopher.saunders,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
benjamin.knight@contoso.com,Benjamin Knight,182ebbf8-f908-4735-999c-a7778486ad91,benjamin.knight@contoso.com,Benjamin,Knight,Operations Manager,Operations,Full-Time,C91556,2015-04-22T00:08:04Z,Lyon Office,Lyon,Auvergne-Rhône-Alpes,France,25606,Contoso Corporation,Operations,OPS-CORE,True,Member,6/4/2018 5:29:18 AM,FR,fr-FR,,,,benjamin.knight@contoso.com,2,SMTP:benjamin.knight@contoso.com; smtp:benjamin.knight@contoso.com,ef4fb58f-9f02-4b6b-8083-9387aa91ffbc,Luli Wan,luli.wan@contoso.com,luli.wan@contoso.com,Operations Manager,ef4fb58f-9f02-4b6b-8083-9387aa91ffbc,Operations,France,Contoso Corporation,OPS-CORE,benjamin.knight,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
junjie.kong@contoso.com,Junjie Kong,e339345e-e11a-4c9e-8c51-1f330a0b38c8,junjie.kong@contoso.com,Junjie,Kong,Account Manager,Sales,Contractor,EMP95241,2025-05-10T12:45:17Z,Berlin Office,Berlin,Berlin,Germany,49524,Contoso Corporation,Revenue,REV-SALES,True,Member,8/12/2025 6:54:22 PM,DE,de-DE,,,,junjie.kong@contoso.com,2,SMTP:junjie.kong@contoso.com; smtp:junjie.kong@contoso.com,2e0da42b-903b-4181-9434-531ce58103e2,Sana Tahan,sana.tahan@contoso.com,sana.tahan@contoso.com,Regional Sales Director,2e0da42b-903b-4181-9434-531ce58103e2,Revenue,Germany,Contoso Corporation,REV-SALES,junjie.kong,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
ignacio.campos@contoso.com,Ignacio Campos,0d0a4103-de2b-454f-bdc2-5e9d92769d65,ignacio.campos@contoso.com,Ignacio,Campos,SEO Specialist,Marketing,Full-Time,E96125,2018-02-19T10:46:57Z,Boston Office,Boston,Massachusetts,USA,72092,Contoso Corporation,Revenue,REV-MKT,True,Member,11/18/2020 9:38:46 AM,US,en-US,,,,ignacio.campos@contoso.com,1,SMTP:ignacio.campos@contoso.com,6248fbc8-75de-434b-b6f1-972d70dfb730,Neil Parker,neil.g.parker@contoso.com,neil.g.parker@contoso.com,Marketing Manager,6248fbc8-75de-434b-b6f1-972d70dfb730,Revenue,United States,Contoso Corporation,REV-MKT,ignacio.campos,,,,,Microsoft_365_Copilot;SPE_E5,TRUE
anjali.iyer@contoso.com,Anjali Iyer,8ac53b43-1d26-4c9d-972b-2ea9ec7a6034,anjali.iyer@contoso.com,Anjali,Iyer,Controller,Finance,Full-Time,E30036,2022-06-14T21:29:30Z,Brisbane Office,Brisbane,Queensland,Australia,6624,Contoso Corporation,Corporate,CORP-FIN,True,Member,12/11/2023 10:40:48 AM,AU,en-AU,,,,anjali.iyer@contoso.com,1,SMTP:anjali.iyer@contoso.com,393b60a9-879f-400d-95a6-ae49a9262aa4,Harry Bell,harry.bell@contoso.com,harry.bell@contoso.com,Controller,393b60a9-879f-400d-95a6-ae49a9262aa4,Corporate,Australia,Contoso Corporation,CORP-FIN,anjali.iyer,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
saki.hirano@contoso.com,Saki Hirano,8559bf52-577e-486f-b26c-4068c12f51d4,saki.hirano@contoso.com,Saki,Hirano,Sales Manager,Sales,Full-Time,E33845,2025-04-11T10:41:06Z,Nagoya Office,Nagoya,Aichi,Japan,243-5858,Contoso Corporation,Revenue,REV-SALES,True,Member,4/5/2026 8:33:50 AM,JP,ja-JP,,,,saki.hirano@contoso.com,1,SMTP:saki.hirano@contoso.com,461eb649-7565-4c8b-a185-d63071400821,Sabrina Koch,sabrina.koch@contoso.com,sabrina.koch@contoso.com,Regional Sales Director,461eb649-7565-4c8b-a185-d63071400821,Revenue,Japan,Contoso Corporation,REV-SALES,saki.hirano,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
samir.zeidan@contoso.com,Samir Zeidan,b5c16246-c71a-44fd-92fe-299109452075,samir.zeidan@contoso.com,Samir,Zeidan,Logistics Manager,Operations,Full-Time,EMP55671,2023-09-27T10:04:53Z,Berlin Office,Berlin,Berlin,Germany,21785,Contoso Corporation,Operations,OPS-CORE,True,Member,9/5/2025 10:34:49 AM,DE,de-DE,,,,samir.zeidan@contoso.com,1,SMTP:samir.zeidan@contoso.com,146e6755-c04b-4a3c-8e95-05ecececf227,Anqi Feng,anqi.feng@contoso.com,anqi.feng@contoso.com,Senior Operations Manager,146e6755-c04b-4a3c-8e95-05ecececf227,Operations,Germany,Contoso Corporation,OPS-CORE,samir.zeidan,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
nathan.saunders@contoso.com,Nathan Saunders,0d2079f3-a0eb-4e80-8985-485337fe1f3e,nathan.saunders@contoso.com,Nathan,Saunders,Legal Counsel,Legal,Full-Time,EMP90815,2021-12-19T09:59:34Z,Atlanta Office,Atlanta,Georgia,USA,86555,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,4/4/2023 8:27:32 AM,US,en-US,,,,nathan.saunders@contoso.com,1,SMTP:nathan.saunders@contoso.com,bc2d2d1e-5221-4e6e-a9c7-095da1f5e072,Mariana Medina,mariana.medina@contoso.com,mariana.medina@contoso.com,Legal Counsel,bc2d2d1e-5221-4e6e-a9c7-095da1f5e072,Corporate,United States,Contoso Corporation,CORP-LEGAL,nathan.saunders,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
ha.mac@contoso.com,Ha Mac,a5649b28-6aeb-4a0c-a321-77d2a041231a,ha.mac@contoso.com,Ha,Mac,IT Specialist,IT,Part-Time,EMP84726,2018-01-19T19:23:04Z,Melbourne Office,Melbourne,Victoria,Australia,1963,Contoso Corporation,Technology,TECH-IT,True,Member,7/21/2025 11:07:29 PM,AU,en-AU,,,,ha.mac@contoso.com,1,SMTP:ha.mac@contoso.com,ab341288-54b7-486a-ac68-e891d8243013,Jai Prasad,jai.prasad@contoso.com,jai.prasad@contoso.com,Director of IT,ab341288-54b7-486a-ac68-e891d8243013,Technology,Australia,Contoso Corporation,TECH-IT,ha.mac,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
kavya.talwar@contoso.com,Kavya Talwar,96ebb0f1-7534-4918-a3e4-df042b54317e,kavya.talwar@contoso.com,Kavya,Talwar,Operations Manager,Operations,Full-Time,EMP36197,2016-06-27T12:07:44Z,Delhi Office,Delhi,Delhi,India,468090,Contoso Corporation,Operations,OPS-CORE,True,Member,1/18/2019 10:26:30 PM,IN,en-IN,,,,kavya.talwar@contoso.com,1,SMTP:kavya.talwar@contoso.com,146e6755-c04b-4a3c-8e95-05ecececf227,Anqi Feng,anqi.feng@contoso.com,anqi.feng@contoso.com,Operations Manager,146e6755-c04b-4a3c-8e95-05ecececf227,Operations,India,Contoso Corporation,OPS-CORE,kavya.talwar,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
themba.keita@contoso.com,Themba Keita,0aba9712-e4a5-477f-b389-9d0679d295cd,themba.keita@contoso.com,Themba,Keita,Marketing Manager,Marketing,Full-Time,EMP40852,2016-01-23T08:07:49Z,Sydney Office,Sydney,New South Wales,Australia,3676,Contoso Corporation,Revenue,REV-MKT,True,Member,11/20/2017 12:50:11 PM,AU,en-AU,,,,themba.keita@contoso.com,1,SMTP:themba.keita@contoso.com,dcc61be5-9a74-41d9-8e59-dae55fb7bffe,Bushra Amin,bushra.amin@contoso.com,bushra.amin@contoso.com,Senior Marketing Manager,dcc61be5-9a74-41d9-8e59-dae55fb7bffe,Revenue,Australia,Contoso Corporation,REV-MKT,themba.keita,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
yao.wan@contoso.com,Yao Wan,004a92a3-044e-4b95-8e78-799cfd81d2b2,yao.wan@contoso.com,Yao,Wan,Account Executive,Sales,Full-Time,EMP70507,2017-11-23T22:44:56Z,Paris Office,Paris,Île-de-France,France,60317,Contoso Corporation,Revenue,REV-SALES,True,Member,11/3/2018 7:07:53 PM,FR,fr-FR,,,,yao.wan@contoso.com,1,SMTP:yao.wan@contoso.com,2a4e9667-56c5-4a44-8c03-2d1d9580b367,Ethan Clarke,ethan.clarke@contoso.com,ethan.clarke@contoso.com,Regional Sales Director,2a4e9667-56c5-4a44-8c03-2d1d9580b367,Revenue,France,Contoso Corporation,REV-SALES,yao.wan,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
nanami.saito@contoso.com,Nanami Saito,4d8a791f-e2ac-4ca2-ad08-67b0bd513326,nanami.saito@contoso.com,Nanami,Saito,Legal Counsel,Legal,Full-Time,C78628,2024-03-18T07:22:37Z,Yokohama Office,Yokohama,Kanagawa,Japan,507-9841,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,12/4/2024 12:03:11 AM,JP,ja-JP,,,,nanami.saito@contoso.com,2,SMTP:nanami.saito@contoso.com; smtp:nanami.saito@contoso.com,3c1069af-1eaf-4db5-9a2e-c20292c8d2c2,Efua Traore,efua.traore@contoso.com,efua.traore@contoso.com,General Counsel,3c1069af-1eaf-4db5-9a2e-c20292c8d2c2,Corporate,Japan,Contoso Corporation,CORP-LEGAL,nanami.saito,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
jarrod.knight@contoso.com,Jarrod Knight,f03f3f4b-41fc-4c5a-8bad-5fa0f0bcadc4,jarrod.knight@contoso.com,Jarrod,Knight,HR Coordinator,HR,Full-Time,C19219,2019-09-23T03:20:32Z,Chicago Office,Chicago,Illinois,USA,19294,Contoso Corporation,Corporate,CORP-HR,True,Member,7/4/2022 5:41:39 AM,US,en-US,,,,jarrod.knight@contoso.com,2,SMTP:jarrod.knight@contoso.com; smtp:jarrod.knight@contoso.com,074f65f9-c4a1-478d-8867-f41c20514230,Carolina Moreira,carolina.moreira@contoso.com,carolina.moreira@contoso.com,Senior HR Manager,074f65f9-c4a1-478d-8867-f41c20514230,Corporate,United States,Contoso Corporation,CORP-HR,jarrod.knight,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
gabriel.cardoso@contoso.com,Gabriel Cardoso,23e98fd2-54c6-48f0-acb6-63de1b34358a,gabriel.cardoso@contoso.com,Gabriel,Cardoso,HR Coordinator,HR,Full-Time,C16011,2018-08-01T23:21:57Z,Brasília Office,Brasília,Distrito Federal,Brazil,64300-959,Contoso Corporation,Corporate,CORP-HR,True,Member,6/1/2021 3:14:48 PM,BR,pt-BR,,,,gabriel.cardoso@contoso.com,2,SMTP:gabriel.cardoso@contoso.com; smtp:gabriel.cardoso@contoso.com,e0061538-99b6-40d9-a3fb-6d906708e663,Harish Rao,harish.rao@contoso.com,harish.rao@contoso.com,Senior HR Manager,e0061538-99b6-40d9-a3fb-6d906708e663,Corporate,Brazil,Contoso Corporation,CORP-HR,gabriel.cardoso,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
emma.saunders@contoso.com,Emma Saunders,cd8c9a73-1dce-4557-aa8d-758938a01c8c,emma.saunders@contoso.com,Emma,Saunders,Operations Manager,Operations,Full-Time,C11248,2015-04-27T20:16:19Z,Paris Office,Paris,Île-de-France,France,30658,Contoso Corporation,Operations,OPS-CORE,True,Member,2/27/2024 7:57:34 PM,FR,fr-FR,,,,emma.saunders@contoso.com,1,SMTP:emma.saunders@contoso.com,25ded2c6-8aef-4907-9f4f-a99494a88b2c,Otavio Ferreira,otavio.ferreira@contoso.com,otavio.ferreira@contoso.com,Operations Manager,25ded2c6-8aef-4907-9f4f-a99494a88b2c,Operations,France,Contoso Corporation,OPS-CORE,emma.saunders,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
shobha.bose@contoso.com,Shobha Bose,6cad2d29-c35d-48c7-8302-3c6fd50acb26,shobha.bose@contoso.com,Shobha,Bose,Finance Manager,Finance,Full-Time,EMP10095,2020-01-14T05:54:42Z,Brisbane Office,Brisbane,Queensland,Australia,3927,Contoso Corporation,Corporate,CORP-FIN,True,Member,12/8/2023 6:22:07 PM,AU,en-AU,,,,shobha.bose@contoso.com,1,SMTP:shobha.bose@contoso.com,030acf27-4965-4147-9fa1-beae1197a282,Uma Sarin,uma.sarin@contoso.com,uma.sarin@contoso.com,Finance Manager,030acf27-4965-4147-9fa1-beae1197a282,Corporate,Australia,Contoso Corporation,CORP-FIN,shobha.bose,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
yannick.aubert@contoso.com,Yannick Aubert,db9578d7-379b-461e-878e-3118155ccee0,yannick.aubert@contoso.com,Yannick,Aubert,Legal Counsel,Legal,Full-Time,E47559,2023-03-10T11:48:20Z,Vancouver Office,Vancouver,British Columbia,Canada,C9S 4L6,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,2/18/2025 6:13:00 PM,CA,en-CA,,,,yannick.aubert@contoso.com,2,SMTP:yannick.aubert@contoso.com; smtp:yannick.aubert@contoso.com,ebc87948-4689-4b9c-93e2-db6e5a81bc98,Machiko Sakamoto,machiko.sakamoto@contoso.com,machiko.sakamoto@contoso.com,Senior Legal Counsel,ebc87948-4689-4b9c-93e2-db6e5a81bc98,Corporate,Canada,Contoso Corporation,CORP-LEGAL,yannick.aubert,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
luana.araujo@contoso.com,Luana Araujo,1aa41793-6045-4591-a026-9bc8e3299dff,luana.araujo@contoso.com,Luana,Araujo,Marketing Manager,Marketing,Full-Time,E41089,2020-10-09T22:31:38Z,Brasília Office,Brasília,Distrito Federal,Brazil,10901-195,Contoso Corporation,Revenue,REV-MKT,True,Member,10/18/2025 3:26:29 AM,BR,pt-BR,,,,luana.araujo@contoso.com,2,SMTP:luana.araujo@contoso.com; smtp:luana.araujo@contoso.com,2d87fe62-a6fc-4a1c-bc85-4b8a4769ec58,Osamu Sakurai,osamu.sakurai@contoso.com,osamu.sakurai@contoso.com,Senior Marketing Manager,2d87fe62-a6fc-4a1c-bc85-4b8a4769ec58,Revenue,Brazil,Contoso Corporation,REV-MKT,luana.araujo,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
debora.silva@contoso.com,Debora Silva,b73bb7a2-47c8-43b7-a75f-3e1da966a66a,debora.silva@contoso.com,Debora,Silva,HR Generalist,HR,Full-Time,C98852,2016-05-06T18:34:56Z,Brasília Office,Brasília,Distrito Federal,Brazil,79280-825,Contoso Corporation,Corporate,CORP-HR,True,Member,8/1/2017 11:03:08 PM,BR,pt-BR,,,,debora.silva@contoso.com,1,SMTP:debora.silva@contoso.com,6d6172cb-00d4-47b0-b590-d1bc0908e6c8,Dean Wright,dean.wright@contoso.com,dean.wright@contoso.com,Director of People,6d6172cb-00d4-47b0-b590-d1bc0908e6c8,Corporate,Brazil,Contoso Corporation,CORP-HR,debora.silva,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
ila.sengupta@contoso.com,Ila Sengupta,57afcef7-451c-42b0-b343-a038087612fa,ila.sengupta@contoso.com,Ila,Sengupta,Customer Support,Support,Full-Time,C44465,2023-03-24T11:01:54Z,Paris Office,Paris,Île-de-France,France,38297,Contoso Corporation,Operations,OPS-SUPPORT,True,Member,5/4/2023 11:17:53 PM,FR,fr-FR,,,,ila.sengupta@contoso.com,2,SMTP:ila.sengupta@contoso.com; smtp:ila.sengupta@contoso.com,3ed865ca-ed7a-4f3d-8878-23878c6e5ea5,Tianyu Zhang,tianyu.zhang@contoso.com,tianyu.zhang@contoso.com,Support Manager,3ed865ca-ed7a-4f3d-8878-23878c6e5ea5,Operations,France,Contoso Corporation,OPS-SUPPORT,ila.sengupta,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
amparo.delgado@contoso.com,Amparo Delgado,720cd6b9-8ca3-4cfa-b650-07b32f853993,amparo.delgado@contoso.com,Amparo,Delgado,Support Engineer,IT,Full-Time,E55390,2015-02-16T17:14:47Z,Boston Office,Boston,Massachusetts,USA,19018,Contoso Corporation,Technology,TECH-IT,True,Member,5/13/2015 10:03:27 AM,US,en-US,,,,amparo.delgado@contoso.com,1,SMTP:amparo.delgado@contoso.com,892649b3-5d18-4fea-9d8e-705b8d09014e,Andrew Quinn,andrew.quinn@contoso.com,andrew.quinn@contoso.com,Director of IT,892649b3-5d18-4fea-9d8e-705b8d09014e,Technology,United States,Contoso Corporation,TECH-IT,amparo.delgado,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
henry.graham@contoso.com,Henry Graham,e75e0c38-ea40-449c-b4d0-42ffaf406744,henry.graham@contoso.com,Henry,Graham,Account Manager,Sales,Full-Time,EMP50674,2024-06-27T02:04:29Z,London Office,London,England,UK,SE15 8QP,Contoso Corporation,Revenue,REV-SALES,True,Member,3/6/2025 7:28:27 PM,GB,en-GB,,,,henry.graham@contoso.com,2,SMTP:henry.graham@contoso.com; smtp:henry.graham@contoso.com,1742b921-5422-4ffc-8608-20275f4b6951,Wan Shao,wan.shao@contoso.com,wan.shao@contoso.com,Director of Sales,1742b921-5422-4ffc-8608-20275f4b6951,Revenue,United Kingdom,Contoso Corporation,REV-SALES,henry.graham,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
chandan.kapoor@contoso.com,Chandan Kapoor,2a61229b-d4a8-4d3e-82d3-a51e53cb2213,chandan.kapoor@contoso.com,Chandan,Kapoor,Attorney,Legal,Full-Time,E34055,2020-11-12T02:55:26Z,Berlin Office,Berlin,Berlin,Germany,27968,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,1/5/2024 12:58:41 PM,DE,de-DE,,,,chandan.kapoor@contoso.com,1,SMTP:chandan.kapoor@contoso.com,343f579c-95e0-44ac-a994-626ed9090bc2,Ifeoma Juma,ifeoma.juma@contoso.com,ifeoma.juma@contoso.com,Senior Legal Counsel,343f579c-95e0-44ac-a994-626ed9090bc2,Corporate,Germany,Contoso Corporation,CORP-LEGAL,chandan.kapoor,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
yifan.deng@contoso.com,Yifan Deng,9c0d2b54-1f1a-43ea-bbfc-5426fe369bd7,yifan.deng@contoso.com,Yifan,Deng,Attorney,Legal,Full-Time,C80519,2018-11-23T19:03:18Z,Guangzhou Office,Guangzhou,Guangdong,China,729697,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,3/7/2022 10:41:32 PM,CN,zh-CN,,,,yifan.deng@contoso.com,2,SMTP:yifan.deng@contoso.com; smtp:yifan.deng@contoso.com,dc79e413-49f7-46d3-a111-128a4fa92cb2,Bronte Brown,bronte.brown@contoso.com,bronte.brown@contoso.com,Senior Legal Counsel,dc79e413-49f7-46d3-a111-128a4fa92cb2,Corporate,China,Contoso Corporation,CORP-LEGAL,yifan.deng,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
toby.taylor@contoso.com,Toby Taylor,afcca907-0b2b-4c59-b39d-ed29c3f78061,toby.taylor@contoso.com,Toby,Taylor,Technical Support,Support,Full-Time,EMP87610,2015-11-25T16:53:20Z,Perth Office,Perth,Western Australia,Australia,9347,Contoso Corporation,Operations,OPS-SUPPORT,True,Member,11/4/2023 7:34:40 PM,AU,en-AU,,,,toby.taylor@contoso.com,2,SMTP:toby.taylor@contoso.com; smtp:toby.taylor@contoso.com,ec7ce24a-960b-415c-8cde-229a12f0b134,Leo Ingram,leo.ingram@contoso.com,leo.ingram@contoso.com,Director of Support,ec7ce24a-960b-415c-8cde-229a12f0b134,Operations,Australia,Contoso Corporation,OPS-SUPPORT,toby.taylor,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
